,Hotel Image,Hotel Name,Tipe Properti,City,Address,Hotel Rating,Min,Max,Lattitute,Longitude
1696,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/ba39da88-c845-4c3e-a288-81a2c119c2b3-1604158898555-df5e5a65051669f2e0dd46e131a936dc.jpg,Bunga Pantai Belitung,Guest House,Tanjung Pandan Belitung,Jl. Patimura No.25. Tj. Pendam. Tj. Pandan. Kabupaten Belitung. Kepulauan Bangka Belitung 33415. Indonesia,Belum ada rating,278314,311446,-2.726081,107.629698
1697,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/11/01/00a36040-daff-40d3-8493-2dae40d97b99-1604165921263-988ab30c9edc574a71fb9116070a02ee.jpg,Patra Homestay,Guest House,Pangkalan Baru Bangka Tengah,Alun-alun lapangan Merdeka. Jl. Kapt. Munzir Thalib Rt/Rw 001/001. Bangka Belitung,3.8,297000,297000,-2.123486,106.111905
1698,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/01/13/1de90998-738f-4d56-83cb-93c626e01edf-1642044922034-2e5ff6f5c18f788dadc2c00dce4b1f5d.jpg,Homestay Sakinah Belitung RedPartner,Guest House,Tanjung Pandan Belitung,CJ4P+338. Tanjung Binga. Sijuk. Belitung Regency. Bangka Belitung Islands 33414. Indonesia,5.0,241833,445770,-2.59507,107.634017
1699,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/12/10/f4108b06-a39a-445c-9d6e-1b90fc8302eb-1639090243007-b3d57744a58f7742839537dfdcd90ff7.jpg,Tanjong Tinggi Cottage,Guest House,Tanjung Pandan Belitung,Jalan Ishak Deramad RT 09 RW 02,Belum ada rating,269000,269000,-2.55977010726929,107.724159240723
1700,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/07/22/2898e607-4c5b-40a1-b94f-8f29b481f0b3-1658471118247-b5d7f5a953c542f8ec27de4dc70dac98.jpg,Busuderis Homestay,Homestay,Tanjung Pandan Belitung,Jl. Buhani Samsudin. Keciput. Sijuk. Kabupaten Belitung. Kepulauan Bangka Belitung,Belum ada rating,190500,190500,-2.5696,107.676217
1701,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/a6312c17-a509-45e2-8013-fc6137ed666f-1604118739702-b96f8abd6bcbf27b418220ebbf5f650e.jpg,Pandan Makmur Inn,Guest House,Tanjung Pandan Belitung,Jl. Sudirman. Pangkal Lalang. Tj. Pandan. Kabupaten Belitung. Kepulauan Bangka Belitung. Indonesia,5.0,155000,155000,-2.746614,107.648537
1702,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/08/10/0c28f459-e294-4204-bfce-c22e80923b41-1660133423698-d9ec05a7db511a3c30336614860fed2b.jpg,Tulus Homestay,Homestay,Tanjung Pandan Belitung,Jl. Buhani Samsudin. Keciput. Sijuk. Kabupaten Belitung. Kepulauan Bangka Belitung 33414,5.0,290000,290000,-2.570983,107.675187
1703,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/07/14/0fa75dae-f3b5-485d-b813-82824afd3a99-1657769133445-d0af3aee77787b7fb540ed49a075b8e3.jpg,WW House - Warnawarni House Syariah Belitung,Guest House,Tanjung Pandan Belitung,Jl. Hayati Mahim No.1. Pangkal Lalang. Kec. Tj. Pandan. Kabupaten Belitung. Kepulauan Bangka Belitung 33411,Belum ada rating,200000,200000,-2.742734,107.647721
1704,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/03/18/095bf5e5-6fe6-4c85-a32e-ca1aacb471b5-1616083804148-d7438a51363779d389d50e62fa46fd53.jpg,Penginapan Sriwijaya,Guest House,Tanjung Pandan Belitung,Jl. Sriwijaya. Paal Satu. Tj. Pandan. Kabupaten Belitung. Kepulauan Bangka Belitung 33411,Belum ada rating,248002,302805,-2.73661,107.641948
1705,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/29/d83d9e16-1d28-4cd7-b632-28d061742e57-1603921559168-8d73e09fe9c035ef5856e7f3aa82978a.jpg,Hotel Meigah,Hotel,Tanjung Pandan Belitung,Jl. Gatot Subroto No.1. Paal Satu. Tj. Pandan. Kabupaten Belitung. Kepulauan Bangka Belitung. Indonesia,3.7,178731,255412,-2.728019,107.642115
1706,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/09/04/87294787-e2f2-4978-b537-14644bbe7384-1662302784959-19ff31629ceb151198895fa1ef7d6d09.jpg,Dekamil Cottage Villa Kebun,Resort Villa,Sungai Liat Bangka,Jl. Merbabu No.77. Parit-Padang. Sungailiat. Bangka. Bangka Belitung,Belum ada rating,333750,532361,-1.87874436,106.115952
1707,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/03/18/77a4c6e6-0986-42b3-a220-edd014fd7819-1616070148882-0aeb19e1acab58a1e4fe3234833f0ecd.jpg,HD Garden Villa Belitung,Villa,Tanjung Pandan Belitung,Air Selumar. Sijuk. Belitung Regency. Bangka Belitung Islands 33414. Indonesia,Belum ada rating,225000,350000,-2.638243,107.721588
1708,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/07/29/409ca28d-d70d-4791-b8d7-1979d6be655c-1659082830255-dfe63a1a33723d8e8a38e6041711f125.jpg,Homestay Aquatro,Holiday Park Privat,Tanjung Pandan Belitung,Desa Terong RT 01/RW 01 Kecamatan Sijuk. Kabupaten Belitung. Kepulauan Bangka Belitung. Indonesia,Belum ada rating,244444,244444,-2.643806,107.644343
1709,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/12/23/02fb274a-625d-44fb-8bc7-07b2acc35053-1640241924273-57690fb78410cae2498cfa16c4856f98.jpg,Homestay Denni & Denis,Hotel,Tanjung Pandan Belitung,CMHH+J6P. Keciput. Sijuk. Belitung Regency. Bangka Belitung Islands 33414. Indonesia,Belum ada rating,243225,400050,-2.570135,107.677268
1710,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/07/12/44f7f85b-b21a-414c-ab84-dd0fe9802f24-1657622732738-2d4b1865e5ec34cec2c62bb330d59880.jpg,Pagar Alam Wisma,Vacation Home,Tanjung Pandan Belitung,Jl. Z. A. Pagar Alam No.8. Tj. Pendam. Kec. Tj. Pandan. Kabupaten Belitung. Kepulauan Bangka Belitung 33411,Belum ada rating,250000,250000,-2.729197,107.631214
1711,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/07/07/30d430d8-db79-47ef-8355-2dd0918c03ef-1657183538854-2289f89a0d2a506ccf9d13cfd2cb85ce.jpg,HDnoto homestay,Homestay,Tanjung Pandan Belitung,Jalan Tanjung Kelayang Keciput Sijuk Belitung,Belum ada rating,317000,317000,-2.570854,107.675874
1712,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/08/22/1b3e9514-108d-4e36-ba85-9ce3305bf084-1661168748725-a8f0446b8e0b46421f5e5e03a5222687.jpg,Sudesty Two,Vacation Home Privat,Tanjung Pandan Belitung,Desa Terong Desa Terong RT 11/RW 03. Sijuk. Kabupaten Belitung. Kepulauan Bangka Belitung,Belum ada rating,244444,244444,-2.651878,107.640702
